,channel,subs,title,views,date,like,hate,review,hashtag1,hashtag2,hashtag3
486,영민하다,188000,[봄날은 간다]의 이별이 더 안타깝게 느껴지는 이유 - 망원 렌즈,17198,2020. 5. 16,614,6,97,봄날은간다,영민하다,
487,영민하다,188000,[해바라기] 당신이 모르는 숨겨진 비밀,680346,2020. 5. 7,3759,152,468,해바라기,영민하다,
488,영민하다,188000,[범죄도시] 당신이 모르는 숨겨진 비밀,1206792,2020. 4. 28,7776,364,746,범죄도시,영민하다,
489,영민하다,188000,[극한직업] 당신이 모르는 숨겨진 비밀,873159,2020. 4. 17,6384,243,533,극한직업,영민하다,
490,영민하다,188000,[조커] 당신이 모르는 숨겨진 비밀,267000,2020. 4. 6,3506,91,314,영민하다,,
491,영민하다,188000,[라라랜드] 당신이 모르는 숨겨진 비밀,125124,2020. 3. 30,2394,31,239,라라랜드,영민하다,
492,영민하다,188000,[마녀] 당신이 모르는 숨겨진 비밀,799512,2020. 3. 23,5126,232,740,마녀,김다미,영민하다
493,영민하다,188000,9년 전에 코로나를 예언한 영화 [컨테이젼]은 어떻게 만들어졌을까,131479,2020. 3. 19,1427,39,162,컨테이젼,코로나,영민하다
494,영민하다,188000,[파수꾼] 당신이 모르는 숨겨진 비밀,57905,2020. 3. 9,872,13,132,파수꾼,사냥의시간,
495,영민하다,188000,[옥자] 당신이 모르는 숨겨진 비밀 (ENG SUB),83095,2020. 3. 4,1414,23,152,영민하다,옥자,봉준호
496,영민하다,188000,[인셉션] 당신이 모르는 숨겨진 비밀,187936,2020. 1. 29,2695,62,333,영민하다,크리스토퍼놀란,인셉션
497,영민하다,188000,[기생충] 당신이 모르는 숨겨진 비밀 (ENG SUB),1255415,2020. 1. 6,11502,351,860,영민하다,기생충,Parasite
498,영민하다,188000,[8월의 크리스마스] 당신이 모르는 숨겨진 비밀,49642,2019. 12. 28,966,15,138,영민하다,8월의크리스마스,
499,영민하다,188000,[봄날은 간다] 당신이 모르는 숨겨진 비밀,37761,2019. 12. 20,808,8,97,영민하다,봄날은간다,
500,영민하다,188000,[공동경비구역 JSA] 당신이 모르는 숨겨진 비밀,260706,2019. 12. 10,2722,87,379,영민하다,공동경비구역JSA,
501,우도훈DoHun,132000,"그 시절에 시청률 55%까지 나왔던 엄청난 드라마 야인시대ost ""야인""부르다 화가 났ㄷ...",7454,2020. 7. 8,95,4,18,야인시대,야인,강성
502,우도훈DoHun,132000,"""거북이 - 비행기"" 원키로 혼자 다 불러보라구요 ...? (랩만이라도 부탁해)",11265,2020. 7. 3,265,1,29,거북이,비행기,
503,우도훈DoHun,132000,어려운 노랜데..이 형 진짜 강력하다 디셈버(December) - 돌아올순 없나요,4508,2020. 7. 1,86,0,9,디셈버,돌아올순없나요,December
504,우도훈DoHun,132000,친구와 정신나가서 부르는 짭쌍부르쓰(Faet.킴라그램)ㅋㅋㅋㅋㅋ,1884,2020. 7. 1,32,1,7,리쌍부르쓰,리쌍,
505,우도훈DoHun,132000,홍창우 - 돌아오지마(feat. 동주) cover . Woo Hyun Sik,2578,2020. 6. 30,87,0,19,홍창우,동주,돌아오지마
506,우도훈DoHun,132000,강철성대..! 유튜버 형님이랑 같이 MC THE MAX - 처음처럼,7075,2020. 6. 28,130,4,16,,,
507,우도훈DoHun,132000,우와ㅋㅋ이 형님 성대가 강철이다.. 허각 - 흔한이별,7056,2020. 6. 27,101,2,15,,,
508,우도훈DoHun,132000,친구불러서 2005년 추억곡 I Love U Oh Thank U (Feat. 김태우) 15년만에 불러보기,4530,2020. 6. 26,73,3,14,김태우,I,추억곡
509,우도훈DoHun,132000,이 노래를 들으니 마음이 따뜻해졌어요 (슬기로운의사생활OST) 조정석 - 아로하,4155,2020. 6. 25,92,1,9,,,
510,우도훈DoHun,132000,신나한테 추천받았었는데 노래 진짜 좋다.. 이준호 -퇴근버스,6180,2020. 6. 18,94,2,16,이준호,퇴근버스,
511,우도훈DoHun,132000,신나&현식 이제는 정말 가끔 부르는 (MC THE MAX) 엠씨더맥스 - 행복하지 말아요,10610,2020. 6. 16,189,3,30,엠씨더맥스,행복하지말아요,이수
512,우도훈DoHun,132000,한 번쯤 생각하는 20살때로 돌아가고 싶다.. 버즈 - 비망록,2971,2020. 6. 10,64,0,9,버즈,비망록,
513,우도훈DoHun,132000,이번 애드리브는 더 높아졌네?..오랜만에 신곡 불러보기!! 황인욱 - 취했나봐,20305,2020. 6. 6,290,8,37,취했나봐,황인욱,
514,우도훈DoHun,132000,먼데이 키즈 (Monday Kiz) 켄 (KEN) - 견뎌야 하는 우리에게 COVER . HyunSik Sang Min,5441,2020. 5. 29,114,4,22,견뎌야하는우리에게,먼데이키즈,이진성
515,우도훈DoHun,132000,"""우현식2019년 엠씨더맥스 Top3 노래모음 One Love어디에도잠시만안녕""",7110,2020. 5. 13,131,2,27,엠씨더맥스,MCTHEMAX,이수
516,우도훈DoHun,132000,"남자가 사랑할때ㅠㅠ 부르다가 진짜 울뻔 ""하동균 - 그녀를 사랑해줘요""",11302,2020. 5. 12,180,6,27,그녀를사랑해줘요,하동균,
517,우도훈DoHun,132000,"하늘 끝에서 흘린 눈물 원곡자주니퍼님께서 오셨다..!! ""주니퍼님의 신청곡 하늘 끝에서 흘린 눈물""",6469,2020. 5. 11,118,2,19,하늘끝에서흘린눈물,주니퍼,
518,우도훈DoHun,132000,"""남자는 원키로 절대 부르면 안됩니다 노래 진짜 좋다..신청곡으로 이예준 - 미친소리""",35833,2020. 5. 9,312,10,54,미친소리,이예준,
519,우도훈DoHun,132000,"이태원클라쓰 또 했으면 좋겠다..OST가 다 좋아 ""김필 - 그때 그 아인""",6762,2020. 5. 8,109,2,13,그때그아인,김필,이태원클라쓰
520,우도훈DoHun,132000,"""누가 신청했어 반만? 반만을 반만"" 불러드릴게요 하다가 망했네 피할 방법이 없다..",42810,2020. 5. 6,527,11,66,반만,진민호,
521,Basick TV,127000,지금 가장 핫한 미국 힙합곡 커버 해봤습니다 ! Jack Harlow - WHATS POPPIN feat. Dababy Tory Lanez & Lil Wayne (Cover),27387,2020. 7. 29,1503,4,296,베이식,WHATSPOPPIN,JACKHARLOW
522,Basick TV,127000,슬리피에게 딱걸린 2번의 개인주의 (가짜 사나이 2화 리뷰),99904,2020. 7. 28,2220,13,757,베이식,가짜사나이,슬리피
523,Basick TV,127000,진짜 사나이와 하는 가짜 사나이 1화 리뷰,274833,2020. 7. 25,6298,62,822,베이식,가짜사나이,슬리피
524,Basick TV,127000,(가짜사나이 OST) 베이식 - 촛됐다 Official Lyric Video,644431,2020. 7. 22,17808,113,1864,가짜사나이,베이식,촛됐다
525,Basick TV,127000,가짜사나이 첫인상 랩으로 해봤습니다 (제목: 촛됐다),1306534,2020. 7. 18,32556,286,3764,베이식,가짜사나이,촛됐다
526,Basick TV,127000,붐뱁의 전설 Nas - It Ain`t Hard To Tell 커버 해봤습니다,121086,2020. 7. 11,2564,17,652,베이식,NAS,Itainthardtotell
527,Basick TV,127000,베이식 x 조광일 - 정리해고,256797,2020. 7. 3,5723,45,1090,베이식,조광일,정리해고
528,Basick TV,127000,[베이식 TV] 조광일 - 곡예사 커버,759935,2020. 6. 27,14106,170,1694,조광일,베이식,곡예사
529,Basick TV,127000,류정란씨의 400자 챌린지 쉽네요(미공개곡 공개),82446,2020. 6. 20,2376,16,390,,,
530,Basick TV,127000,오퇴물(래원 맞디스),318335,2020. 6. 10,3446,43,548,래원,베이식,맞디스
531,Basick TV,127000,Eminem godzilla 커버하기 참 쉽죠? (1.1배속까지),77715,2020. 6. 3,1384,12,213,EMINEM,GODZILLA,BASICK
532,Basick TV,127000,쇼미더머니 우승자가 깡 비트에 랩을 하면 어떨까? (깡 리믹스),333315,2020. 5. 22,6571,83,931,,,
533,Basick TV,127000,래원이가 버벌진트형 디스해서 혼내고 사과시켰습니다 (해바라기 REMIX),430532,2020. 5. 19,5050,61,696,베이식,래원,해바라기
534,Basick TV,127000,119 REMIX 혼자서 한번에 처음부터 끝까지 다 불러봤습니다,1127858,2020. 5. 14,21553,311,2891,BASICK,119REMIX,혼자부르기
535,Basick TV,127000,자가격리송 feat G2 (Bored In The House REMIX) #quarantinechallenge,27099,2020. 5. 5,708,3,124,,,
536,Basick TV,127000,EXID의 LE랑 동물의 숲 나비보벳따우 비트에 랩 해봤습니다,138057,2020. 4. 28,3276,28,438,LE,베이식TV,나비보벳따우
537,Basick TV,127000,Korean Rapper`s NF - The Search (cover),19659,2020. 4. 20,589,7,138,NF,Basick,TheSearch
538,Basick TV,127000,베이식이 저스틴 비버의 Yummy 비트에 랩을 한다면? Justin Bieber - Yummy (Remix),16582,2020. 4. 11,392,5,106,,,
539,Basick TV,127000,응 프리스타일에 베이식이 랩을 한다면? (EUNG FREESTYLE REMIX Prod by GroovyRoom),214359,2020. 4. 5,5541,67,649,베이식TV,응프리스타일,그루비룸
540,Basick TV,127000,한국 힙합 전설의 레전드 무브먼트 3 혼자 부르기! 윤미래 누나 파트 미쳤다ㄷㄷ,20194,2020. 3. 27,523,2,128,베이식TV,movement3,무브먼트3
